id,tokens,ner_tags
11340,"['Acute' 'feasibility' 'and' 'safety' 'of' 'a' 'smoking' 'reduction'
 'strategy' 'for' 'smokers' 'with' 'schizophrenia' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11341,"['Tightly' 'ordered' 'proteasomal' 'degradation' 'of' 'proteins'
 'critical' 'for' 'cell' 'cycle' 'control' 'implies' 'a' 'role' 'of' 'the'
 'proteasome' 'in' 'maintaining' 'cell' 'proliferation' 'and' 'cell'
 'survival' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11342,"['The' 'sixth' 'nucleotide' 'was' 'bulged' 'out' 'to' 'allow' 'stacking'
 'of' 'this' 'U' '.' 'G' 'pair' 'on' 'the' 'adjacent' 'helical' 'region'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11343,"['Functional' 'analysis' 'of' 'the' 'mutant' 'desmin' 'in' 'SW13' '('
 'vim' '-' ')' 'cells' 'showed' 'aggregation' 'of' 'abnormal' 'coarse'
 'clumps' 'of' 'desmin' 'positive' 'material' 'dispersed' 'throughout'
 'the' 'cytoplasm' '.']",[0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
11344,"['Patients' 'with' 'lesions' 'affecting' 'the' 'PRC' 'but' 'sparing' 'the'
 'PHC' ',' 'and' 'patients' 'with' 'lesions' 'affecting' 'both' 'PRC'
 'and' 'PHC' ',' 'performed' 'an' 'oculomotor' 'delayed' 'response' 'task'
 'with' 'unpredictably' 'varied' 'memory' 'delays' 'of' 'up' 'to' '30' 's'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
11345,"['In' 'addition' ',' '26' 'amino' 'acid' 'residues' ',' 'K69' ',' 'D88'
 ',' 'E94' ',' 'D134' ',' 'R154' ',' 'K169' ',' 'H197' ',' 'D233' ','
 'G235' ',' 'G236' ',' 'G237' ',' 'F238' ',' 'E274' ',' 'G276' ',' 'R277'
 ',' 'Y278' ',' 'K294' ',' 'Y323' ',' 'Y331' ',' 'D332' ',' 'C360' ','
 'D361' ',' 'D364' ',' 'G387' ',' 'Y389' ',' 'and' 'F397' '(' 'mouse'
 'ODC' 'numbering' ')' ',' 'all' 'of' 'which' 'are' 'implicated' 'in'
 'the' 'formation' 'of' 'the' 'pyridoxal' 'phosphate' '-' 'binding'
 'domain' 'and' 'the' 'substrate' '-' 'binding' 'domain' 'and' 'in'
 'dimer' 'stabilization' 'with' 'the' 'eukaryotic' 'ODCs' ',' 'were'
 'also' 'conserved' 'in' 'S' '.' 'ruminantium' 'LDC' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0]"
11346,"['The' 'Psc2' 'cDNA' 'contained' 'an' 'open' 'reading' 'frame'
 'homologous' 'to' 'CP2' 'family' 'proteins' '.']",[0 1 2 0 0 0 0 0 0 0 1 2 2 0]
11347,"['Our' 'results' 'indicate' 'that' 'Shh' 'can' 'drive' 'continued'
 'cycling' 'in' 'immature' ',' 'proliferating' 'CGNPs' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
11348,"['The' 'QT' 'interval' 'was' 'related' 'to' 'various' 'components' 'of'
 'the' 'insulin' 'resistance' 'syndrome' ',' 'including' 'BP' 'and'
 'insulin' 'sensitivity' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0]
11349,"['The' 'wavenumbers' 'corresponding' 'to' 'the' 'normal' 'modes' 'of'
 'vibration' 'were' 'calculated' 'using' 'the' 'DFT' '(' 'B3LYP' '/' '6'
 '-' '31G' '*' '*' ')' 'approximation' 'and' 'their' 'agreement' 'with'
 'the' 'measured' 'values' 'improved' 'after' 'scaling' 'of' 'the'
 'associated' 'force' 'field' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
11350,"['The' 'data' 'provide' 'strong' 'evidence' 'that' 'ThlA' 'is' 'involved'
 'in' 'the' 'metabolism' 'of' 'both' 'acid' 'and' 'solvent' 'formation'
 ',' 'whereas' 'the' 'physiological' 'function' 'of' 'ThlB' 'has' 'yet'
 'to' 'be' 'elucidated' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
11351,"['In' 'addition' ',' 'npm3' ',' 'which' 'is' 'usually' 'coactivated'
 'with' 'fgf8' 'by' 'MMTV' 'insertion' ',' 'was' 'not' 'up' '-'
 'regulated' 'by' 'androgens' 'in' 'SC' '-' '3' 'cells' '.']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11352,"['Experiments' 'with' 'epitope' '-' 'tagged' 'proteins' 'show' 'that'
 'UEV1A' 'is' 'a' 'nuclear' 'protein' ',' 'whereas' 'both' 'Kua' 'and'
 'Kua' '-' 'UEV' 'localize' 'to' 'cytoplasmic' 'structures' ','
 'indicating' 'that' 'the' 'Kua' 'domain' 'determines' 'the' 'cytoplasmic'
 'localization' 'of' 'Kua' '-' 'UEV' '.']","[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1
 0 1 0]"
11353,"['Stoichiometric' 'phosphorylation' 'of' 'human' 'p53' 'at' 'Ser315'
 'stimulates' 'p53' '-' 'dependent' 'transcription' '.' 'p53' 'protein'
 'activity' 'as' 'a' 'transcription' 'factor' 'can' 'be' 'activated' 'in'
 'vivo' 'by' 'antibodies' 'that' 'target' 'its' 'C' '-' 'terminal'
 'negative' 'regulatory' 'domain' 'suggesting' 'that' 'cellular' 'enzymes'
 'that' 'target' 'this' 'domain' 'may' 'play' 'a' 'role' 'in'
 'stimulating' 'p53' '-' 'dependent' 'gene' 'expression' '.']","[0 0 0 1 2 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]"
11354,"['Interestingly' ',' 'this' 'mutant' 'cell' 'line' 'lacks' 'expression'
 'of' 'the' 'IKK' 'regulatory' 'protein' ',' 'IKKgamma' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 0]
11355,"['The' 'Tax' '/' 'IKKgamma' 'interaction' 'serves' 'to' 'recruit' 'Tax'
 'to' 'the' 'IKK' 'catalytic' 'subunits' ',' 'IKKalpha' 'and' 'IKKbeta'
 ',' 'and' 'this' 'recruitment' 'appears' 'to' 'be' 'an' 'essential'
 'mechanism' 'by' 'which' 'Tax' 'stimulates' 'the' 'activity' 'of' 'IKK'
 '.']",[0 1 0 1 0 0 0 0 1 0 0 1 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0]
11356,"['An' 'anchored' 'AFLP' '-' 'and' 'retrotransposon' '-' 'based' 'map' 'of'
 'diploid' 'Avena' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
11357,"['In' 'addition' ',' 'we' 'identified' 'a' 'novel' 'type' 'of'
 'inhibitory' 'domain' 'in' 'the' 'N' '-' 'terminal' '60' 'amino' 'acids'
 'of' 'IRF' '-' '1' 'which' 'strongly' 'inhibits' 'its' 'transcriptional'
 'activity' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0]
11358,"['Simultaneous' 'determination' 'of' 'theophylline' 'and' 'its'
 'metabolites' 'by' 'HPLC' ']' 'A' 'high' 'performance' 'liquid'
 'chromatography' '(' 'HPLC' ')' 'method' 'has' 'been' 'developed' 'for'
 'the' 'simultaneous' 'determination' 'of' 'theophylline' 'and' 'its'
 'metabolites' ',' 'with' 'caffeine' 'and' 'its' 'metabolites' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
11359,"['Ten' 'males' 'performed' 'both' 'test' 'conditions' 'and' 'oxygen'
 'uptake' 'VO2' ',' 'heart' 'rate' ',' 'minute' 'ventilation' 'VE' ','
 'perceived' 'exertion' 'and' 'spinal' 'shrinkage' 'were' 'recorded' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11360,"['CONCLUSION' ':' 'SPT' 'is' 'more' 'useful' 'than' 'WST' 'in'
 'differentiating' 'patients' 'predisposed' 'to' 'aspiration' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11361,"['Studied' 'groups' 'were' '(' '1' ')' 'untreated' 'control' ',' 'n' '='
 '12' ';' '(' '2' ')' 'FK' '-' '1' ',' 'n' '=' '8' ';' '(' '3' ')' 'FK'
 '-' '3' ',' 'n' '=' '8' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11362,"['DNA' 'binding' 'and' 'glutathione' 'S' '-' 'transferase' 'pull' '-'
 'down' 'assays' 'demonstrate' 'that' 'binding' 'requires' 'Elk' '-' '1'
 '(' '1' '-' '212' ')' 'but' 'not' 'the' 'C' '-' 'terminal'
 'transactivation' 'domain' '.']",[0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0]
11363,"['Unexpectedly' ',' 'ALK7' 'signaling' 'produced' 'a' 'remarkable'
 'change' 'in' 'cell' 'morphology' 'characterized' 'by' 'cell'
 'flattening' 'and' 'elaboration' 'of' 'blunt' ',' 'short' 'cell'
 'processes' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11364,"['The' 'swa2' '-' '1' 'allele' 'recovered' 'from' 'the' 'original'
 'screen' 'carries' 'a' 'point' 'mutation' 'in' 'its' 'tetratricopeptide'
 'repeat' '(' 'TPR' ')' 'domain' ',' 'a' 'motif' 'not' 'found' 'in'
 'auxilin' 'but' 'known' 'in' 'other' 'proteins' 'to' 'mediate'
 'interaction' 'with' 'heat' '-' 'shock' 'proteins' '.']","[0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 2 2 2 0]"
11365,"['In' 'slightly' 'older' 'embryos' ',' 'the' 'expression' 'was' 'skewed'
 'to' 'one' 'side' 'of' 'the' 'embryo' 'and' 'by' 'E6' '.' '5' ',' 'at'
 'the' 'onset' 'of' 'gastrulation' ',' 'expression' 'was' 'seen' 'in'
 'the' 'epiblast' ',' 'visceral' 'endoderm' ',' 'nascent' 'mesoderm' ','
 'and' 'the' 'primitive' 'streak' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
11366,"['The' 'authors' 'proposed' 'that' 'the' 'highly' 'convergent' 'inputs'
 'to' 'the' 'entorhinal' 'cortex' 'indicate' 'this' 'region' 'may' 'be'
 'particularly' 'important' 'for' 'selecting' 'or' 'compressing'
 'information' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11367,"['Influence' 'of' 'oil' 'emulsions' 'and' 'diphenyl' 'on' 'post' '-'
 'harvest' 'physiconutritional' 'changes' 'in' 'Kagzi' 'limes' '('
 'Citrus' 'aurantifolia' ')' 'was' 'studied' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11368,"['Detailed' 'analysis' 'of' 'alpha1' ',' '3GT' 'transcripts' 'revealed'
 'two' 'major' 'alternative' 'splicing' 'patterns' 'in' 'the' '5' ""'"" '-'
 'untranslated' 'region' '(' '5' ""'"" '-' 'UTR' ')' 'and' 'evidence' 'for'
 'minor' 'splicing' 'activity' 'that' 'occurs' 'in' 'a' 'tissue' '-'
 'specific' 'manner' '.']","[0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
11369,"['A' 'thermal' 'Kubo' '-' 'Martin' '-' 'Schwinger' 'condition' 'arises'
 'due' 'to' 'the' 'coupling' 'of' 'a' 'computer' 'to' 'a' 'strong'
 'periodic' 'source' ',' 'namely' ',' 'the' 'daily' 'and' 'weekly' 'usage'
 'patterns' 'of' 'the' 'system' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11370,"['The' 'non' '-' 'homologous' 'sequences' 'in' 'the' '5' ""'""
 'untranslated' 'regions' 'might' 'be' 'acquired' 'at' 'or' 'after'
 'transcription' 'during' 'retrotransposition' 'of' 'the' 'ATLN'
 'elements' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11371,"['The' 'time' 'course' 'of' 'RNA1' 'replication' 'and' 'RNA3' 'synthesis'
 'in' 'induced' 'yeast' 'paralleled' 'that' 'in' 'yeast' 'transfected'
 'with' 'natural' 'FHV' 'virion' 'RNA' '.']",[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11372,"['The' 'transcription' 'and' 'alternative' 'splicing' 'of' 'human' 'ORL1'
 'and' 'GAIP' 'are' 'cell' '-' 'type' 'specific' '.']",[0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0]
11373,"['The' 'extraction' 'was' 'subsequently' 'rated' 'as' ""'"" 'easy' ""'"" 'or'
 ""'"" 'difficult' ""'"" '.' 'Taking' 'Pell' '-' 'Gregory' 'class' 'C' 'as'
 'a' 'predictor' 'of' 'a' ""'"" 'difficult' ""'"" 'extraction' ','
 'specificity' 'was' '88' '%' 'but' 'sensitivity' 'was' 'low' 'at' '15'
 '%' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
11374,"['In' 'addition' ',' 'our' 'results' 'show' 'that' 'ERKs' 'and' 'PI3Ks'
 'can' 'synergise' 'to' 'convert' 'ectoderm' 'into' 'mesoderm' '.']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
11375,"['Nevertheless' ',' 'protein' 'kinase' 'A' 'stimulation' 'induces'
 'CREMalpha' 'to' 'activate' 'the' 'complex' 'native' 'promoter' 'in'
 'the' 'phosphoenolpyruvate' 'carboxykinase' '(' 'PEPCK' ')' 'gene' '.']",[0 0 1 2 2 0 0 1 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0]
11376,"['Another' 'putative' 'HNF3' 'site' 'in' 'close' 'apposition' 'to' 'a'
 'NF1' '/' 'CTF' 'site' 'was' 'localized' 'upstream' 'of' 'the' 'silencer'
 '-' 'like' 'element' '.']",[0 0 1 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
11377,"['A' 'recently' 'reported' 'new' 'member' 'of' 'the' 'Vav' 'family'
 'proteins' ',' 'Vav3' 'has' 'been' 'identified' 'as' 'a' 'Ros' 'receptor'
 'protein' 'tyrosine' 'kinase' '(' 'RPTK' ')' 'interacting' 'protein' 'by'
 'yeast' 'two' '-' 'hybrid' 'screening' '.']",[0 0 0 0 0 0 0 1 2 2 0 1 0 0 0 0 0 1 1 2 2 2 0 1 0 0 0 0 0 0 0 0 0 0]
11378,"['Subsequently' ',' 'we' 'show' 'that' 'the' 'reexpression' 'of' 'the' 'r'
 '-' 'PTPeta' 'gene' 'in' 'highly' 'malignant' 'rat' 'thyroid' 'cells'
 'transformed' 'by' 'retroviruses' 'carrying' 'the' 'v' '-' 'mos' 'and'
 'v' '-' 'ras' '-' 'Ki' 'oncogenes' 'suppresses' 'their' 'malignant'
 'phenotype' '.']","[0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 2 2 2 0 0 0
 0 0]"
11379,"['Induced' 'expression' 'of' 'Rnd3' 'is' 'associated' 'with'
 'transformation' 'of' 'polarized' 'epithelial' 'cells' 'by' 'the' 'Raf'
 '-' 'MEK' '-' 'extracellular' 'signal' '-' 'regulated' 'kinase' 'pathway'
 '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
11380,"['The' 'activity' 'of' 'the' 'transcription' 'factor' 'CREB' 'is'
 'regulated' 'by' 'extracellular' 'stimuli' 'that' 'result' 'in' 'its'
 'phosphorylation' 'at' 'a' 'critical' 'serine' 'residue' ',' 'Ser133' '.']",[0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11381,"['When' '10' 'fields' 'were' 'analysed' ',' 'a' 'strong' 'relationship'
 'was' 'found' 'between' 'the' 'presence' 'of' 'bacteria' 'on' 'Gram'
 'staining' 'and' 'the' 'final' 'diagnosis' 'of' 'VAP' '(' 'for' 'PSB'
 'and' 'PTC' 'respectively' ':' 'sensitivity' '74' 'and' '81' '%' ','
 'specificity' '94' 'and' '100' '%' ',' 'positive' 'predictive' 'value'
 '91' 'and' '100' '%' ',' 'negative' 'predictive' 'value' '82' 'and' '88'
 '%' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11382,['Tranilast' 'in' 'the' 'Therapy' 'of' 'Coronary' 'Artery' 'Disease' '.'],[0 0 0 0 0 0 0 0 0]
11383,"['This' 'study' 'is' 'a' 'further' 'and' 'more' 'extensive' 'validation'
 'of' 'the' 'clinician' 'rated' 'NIMH' '-' 'LCM' '-' 'p' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11384,"['The' 'Aie1' 'locus' 'was' 'mapped' 'to' 'mouse' 'chromosome' '7A2' '-'
 'A3' 'by' 'fluorescent' 'in' 'situ' 'hybridization' '.']",[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11385,"['Psychiatric' 'disorders' 'in' 'children' 'and' 'adolescents' 'carry'
 'considerable' 'morbidity' ',' 'impede' 'development' ',' 'and' 'carry'
 'a' 'significant' 'mortality' 'by' 'suicide' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11386,"['Thyrotoxicosis' 'due' 'to' 'amiodarone' 'is' 'difficult' 'to' 'treat'
 'and' 'is' 'further' 'complicated' 'by' 'the' 'pro' '-' 'arrhythmic'
 'potential' 'of' 'thyrotoxicosis' 'and' 'the' 'fading' 'antiarrhythmic'
 'effect' 'after' 'amiodarone' 'withdrawal' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11387,"['Chaperones' '/' 'HSPs' 'thus' 'play' 'important' 'roles' 'within' 'cell'
 'cycle' 'processes' '.']",[0 0 1 0 0 0 0 0 0 0 0 0]
11388,"['This' 'study' 'allows' 'us' 'to' 'draw' 'conclusions' 'about' 'the'
 'identity' 'of' 'proteins' 'required' 'for' 'the' 'development' 'of'
 'the' 'nervous' 'system' 'in' 'Drosophila' 'and' 'provides' 'an'
 'example' 'of' 'a' 'molecular' 'approach' 'to' 'characterize' 'en'
 'masse' 'transposon' '-' 'tagged' 'mutations' 'identified' 'in' 'genetic'
 'screens' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
11389,"['Children' 'with' 'ADD' 'showed' 'an' 'attenuated' 'frontal' 'CNV' '-'
 '1' 'amplitude' 'and' 'a' 'trend' 'towards' 'increased' 'CNV' '-' '1'
 'and' 'CNV' '-' '2' 'occipital' 'amplitudes' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11390,['Where' 'UMDNJ' 'is' 'headed' '.'],[0 0 0 0 0]
11391,"['Overexpression' 'of' 'c' '-' 'Myc' 'in' 'serum' '-' 'starved' 'human'
 'or' 'mouse' 'embryonic' 'cells' 'leads' 'to' 'apoptosis' 'which' 'is'
 'significantly' 'reduced' 'in' 'the' 'presence' 'of' 'growth' 'factor'
 '-' 'containing' 'serum' '.' 'c' '-' 'Myc' '-' 'induced' 'apoptosis'
 'appears' 'to' 'be' 'deficient' 'in' 'bax' '-' 'null' 'as' 'compared'
 'with' 'bax' '-' 'wild' '-' 'type' 'mouse' 'embryonic' 'fibroblasts' '.']","[0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0]"
11392,"['METHODS' ':' 'T2' '*' '-' 'weighted' ',' 'three' '-' 'dimensional'
 'gradient' '-' 'echo' 'images' 'were' 'acquired' 'by' 'exploiting' 'the'
 'magnetic' 'susceptibility' 'difference' 'between' 'oxygenated' 'and'
 'deoxygenated' 'hemoglobin' 'in' 'the' 'vasculature' 'and'
 'microvasculature' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
11393,"['In' 'the' 'COPD' 'patients' ',' 'the' 'variability' 'of' 'Delta' '-'
 'inst' 'Rrs' '(' '30' '%' ')' 'was' 'greater' 'than' 'that' 'of' 'FOT'
 'Rrs' '(' '21' '%' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11394,"['Thus' ',' 'Pet111p' 'could' 'play' 'dual' 'roles' 'in' 'both' 'membrane'
 'localization' 'and' 'regulation' 'of' 'Cox2p' 'synthesis' 'within'
 'mitochondria' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
11395,"['The' 'determination' 'of' 'the' 'double' 'bounds' 'in' 'blood' 'serum'
 'lipids' 'by' 'titration' 'with' 'ozone' ':' 'the' 'pathophysiology'
 'and' 'diagnostic' 'significance' ']' 'In' 'this' 'article' 'the'
 'method' 'of' 'definition' 'of' 'double' 'binders' 'in' 'lipids' 'of'
 'blood' 'serum' 'in' 'patients' 'with' 'different' 'diseases' 'basically'
 'atherosclerosis' 'and' 'ischemic' 'heart' 'disease' ',' 'with' 'use'
 'titration' 'by' 'ozone' 'is' 'given' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
11396,"['Ang' 'II' '-' 'induced' 'fibronectin' 'mRNA' 'was' 'not' 'affected' 'by'
 'PKC' 'inhibitors' 'or' 'PKC' 'depletion' ',' 'whereas' 'specific'
 'inhibition' 'of' 'EGF' '-' 'R' 'function' 'by' 'a' 'dominant' 'negative'
 'EGF' '-' 'R' 'mutant' 'and' 'tyrphostin' 'AG1478' 'abolished'
 'induction' 'of' 'fibronectin' 'mRNA' '.']","[1 2 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 2 0 0 0 1 2 2 2 2 2 0 0 0 0 0
 0 1 2 0]"
11397,['Acoust' '.'],[0 0]
11398,"['Video' 'images' 'of' 'the' 'nostrils' 'were' 'captured' 'and' 'then'
 'analyzed' 'for' 'area' ',' 'perimeter' ',' 'centroid' ',' 'principal'
 'axis' ',' 'moments' 'about' 'the' 'major' 'and' 'minor' 'axes' '(' 'I11'
 ',' 'I22' ')' ',' 'anisometry' ',' 'bulkiness' ',' 'lateral' 'offset' ','
 'internostril' 'angle' ',' 'and' 'rotational' 'angle' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
11399,"['Young' 'fish' '(' 'Oreochromis' 'mossambicus' ')' 'were' 'exposed' 'to'
 'microgravity' '(' 'micro' 'g' ')' 'for' '9' 'to' '10' 'days' 'during'
 'space' 'missions' 'STS' '-' '55' 'and' 'STS' '-' '84' ',' 'or' 'to'
 'hypergravity' '(' 'hg' ')' 'for' '9' 'days' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
11400,"['S6K2' 'is' 'highly' 'homologous' 'to' 'S6K1' 'in' 'the' 'core' 'kinase'
 'and' 'linker' 'regulatory' 'domains' 'but' 'differs' 'from' 'S6K1' 'in'
 'the' 'N' '-' 'and' 'C' '-' 'terminal' 'regions' 'and' 'is' 'differently'
 'localized' 'primarily' 'to' 'the' 'nucleus' 'because' 'of' 'a' 'C' '-'
 'terminal' 'nuclear' 'localization' 'signal' 'unique' 'to' 'S6K2' '.']","[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0]"
11401,"['Pretreatment' 'of' 'cells' 'with' 'the' 'mitogen' '-' 'activated'
 'protein' '-' 'extracellular' 'signal' '-' 'regulated' 'kinase' 'kinase'
 '(' 'MEK' ')' 'inhibitor' 'U0126' 'inhibited' 'S6K2' 'activation' 'to'
 'a' 'greater' 'extent' 'than' 'S6K1' '.']",[0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0]
11402,"['T' 'cells' 'express' 'two' 'isoforms' 'of' 'S6k1' ':' 'a' '70' 'kDa'
 'cytoplasmic' 'kinase' 'and' 'an' '85' 'kDa' 'isoform' 'that' 'has' 'a'
 'classic' 'nuclear' 'localisation' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11403,"['Ketanserin' ',' 'a' 'hypotensive' 'drug' 'with' '5' '-' 'HT2' 'receptor'
 'antagonism' ',' 'when' 'administered' 'by' 'topical' 'infusion' 'of' 'a'
 '0' '.' '25' '%' 'w' '/' 'v' 'solution' 'by' 'corneal' 'and' 'scleral'
 'applications' ',' 'was' 'found' 'to' 'lower' 'intraocular' 'pressure'
 'with' 'four' 'times' 'more' 'activity' 'than' 'its' 'metabolite' ','
 'ketanserinol' '.']","[0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
